cmax,cmin,b,be,k1,k2,kb,kg,St,bg,tdly,qconst
1031.601768979364,300.0,0.5515984236805447,3.0,0.9047195772554024,14.998741540504463,1177.4087857419977,25000.0,0.0133980812328677,1.0,0.2674598138794701,-0.2171273031906888
579.1331447745938,141.96700436625838,0.5282206509655021,2.8352953830973533,19.43757832631164,0.101205123200694,553.4056534706389,8115.306929426621,20.498666700089416,1.0,0.0,-0.2999186971415379
618.2237367820857,183.72505192747283,0.4314142150026254,2.4809600697459064,12.757196080991536,0.1016684248546143,4825.524065882415,6365.632606989733,111.55816374770372,1.0,2.999756345404453,-0.2999999999999811
445.2620505622773,144.6345437254405,0.1330125708253774,3.0,3.380712150768828,14.039874040689307,1865.4616109234053,14383.48852699402,14.52762090299455,1.0,4.449436327165063,-0.0828110806776759
581.8611614295348,135.50419801619427,0.5393007975624893,2.998784676180133,18.810503936469708,0.4631348830787202,166.633708289327,8165.379000386132,13.72820779776988,1.0,0.0,-0.2923630769142266
667.9785297646584,192.4496383286042,0.5005554347512651,2.881102321748685,26.36915814496396,0.1,15.299698006539042,16017.00024152918,0.0,1.0,0.0,-0.1083534442662149
575.3770978301927,134.94784602421805,0.5530086751465708,3.0,20.27169615056725,0.1401654742911586,120.48744110766296,8596.910234828261,0.0,1.000000000000001,0.0,-0.2949689308798808
380.1085137905637,1.959049214692417,0.3122957384685572,2.999771905380768,40.0,0.1,0.0,2313.5231770806613,150.0,1.0,5.849743397616618,0.0299989697508041
896.6176559930236,226.63365440443928,0.8511814455097189,2.9144321478719144,17.618163968168552,0.7342894940821347,2270.389282733706,6920.426475092003,148.08589362722068,1.0,0.0,-0.2999950556759123
187.19154080594697,11.665220199905075,0.1000000000304802,3.0,24.54032047203645,14.999999999729098,13.877873287108123,3963.95920539119,0.0004101547172058,1.0,3.168752817553777,-0.0042037824589629
993.629543892523,274.5266133617137,0.3448496112569492,2.9427871536433754,3.840056512273418,7.711915415626899,471.5731576982156,25000.0,21.103345881714173,1.0,0.0,-0.0272086691188415
564.4047199674509,127.9911003160233,0.5230301986483221,2.999963092001212,19.43841066393676,0.1005278879276245,4999.956346977784,8230.318839475127,4.4775184161042,1.0,0.0,-0.2999957095688227
598.0563846232824,134.72783876746598,0.3239465884333656,2.478731377862478,16.573904605610807,1.6335503237268667,3168.485499469558,6447.443999465147,136.03404726178792,1.0,0.0,-0.2959699130802298
560.9065780048413,126.75540791132934,0.5030518030305458,2.998024087344381,19.003428638065166,0.115416349599882,4983.301974177766,7977.398814104134,12.090691326171942,1.0,0.0,-0.2999423927883541
512.7823073270847,87.64485341103247,0.3245516638580235,2.9991895369146366,0.9012881504311409,13.92447751206149,53.3582333321896,6490.994953627848,52.578162379684166,1.0,0.999103922259373,-0.2999099910976018
609.5288975336417,207.9470354281856,0.3407043622980916,2.239441284307611,0.9000650429878803,4.711780366048469,4694.740920494469,6114.369619850719,118.10605289685896,1.0,6.9185305752571935,-0.2990081643850517
824.7346507966637,297.02868518954995,0.7633411416045386,1.9840138446224256,20.58517663264675,0.1217172824881909,970.4723784024004,9083.41963650568,147.35349544800454,1.0,0.0,-0.2935663983908086
567.8824143472284,129.97046554198414,0.5223923406361641,2.999711840562157,19.399890147735466,0.1073675436402891,1028.5056705733505,8209.361040672906,7.86829613616691,1.0,0.0,-0.2999926457130122
557.7424671893531,126.44507882707784,0.4961494319134171,2.99228527955932,18.8770585161454,0.1047429585185101,353.5376179895968,8003.454473020695,11.950882492766665,1.0,0.0,-0.2965550242851855
565.4218206410878,132.0768726217094,0.5124971837335601,2.996533263460668,19.02237692706261,0.1627682299710385,5000.0,8174.794117038837,11.27780829298777,1.0,0.0,-0.3
638.1885875878361,98.1807847765526,0.2230779889844926,3.0,40.0,2.446518650382659,2021.7026868705475,25000.0,0.1083723062806252,1.0,0.0,0.0139998185946415
486.4956115218895,21.373469474868585,0.1374563038988522,2.9999575536689007,0.9038911583493388,0.2267407266317827,0.3636436812028969,7450.085930910678,25.919950132323613,1.0,15.99604572694321,-0.1710343038640722
342.53454063105323,134.35538257547393,1.1576652247174049,1.556442460049076,2.4944308867317715,5.481602295780888,1075.155486681636,15758.63735683564,113.51646990103184,1.0,12.25936626649036,-0.1672601760759114
254.87174917019524,124.44528029090948,0.4563054339464458,1.627165497764349,30.28465815342897,13.58700941898271,328.4532666752929,22000.26306703771,50.632974976702414,1.0,6.169905775767875,-0.2836072189542238
557.0020535777159,130.42826835399146,0.4731591673398316,3.0,1.143349863971407,14.998273914695094,1809.3067555960672,7472.800845868773,20.5452299686694,1.0,0.0,-0.2972064663126365
523.6532762016316,84.90940261427318,0.3514952830545346,2.990331455942229,18.17167112572905,0.6707938530481488,25.181183081902816,6989.582624445946,49.70607236518797,1.0,0.0,-0.295617374447001
497.8726694740145,94.30494478152907,0.327161728953568,2.9442225506384703,16.354260937485076,0.1,33.5470845443443,7165.590762940572,36.84432382286597,1.0,0.4820160710310788,-0.2481968422549854
612.5869049079604,247.60391190794823,0.455327060611915,2.735324603952374,39.25030215410793,10.283147002392306,2022.334761235387,7634.46532075954,137.59979531201014,1.0,0.0,-0.0070384365390456
1288.8921659494615,233.89975940944183,1.9645052845119948,2.969741856455295,0.9001622522420518,14.99762869346285,632.4450320321172,7871.416394762034,69.87393049101861,1.0,0.0,-0.2998699374877982
1255.5257058365155,222.78268781770385,2.0,2.969539002668186,0.9001119332588834,14.972312973860111,4984.2011161302935,8802.386860116385,14.48210323570813,1.0,4.998425444655503,-0.2999999999997409
1423.8965820500653,300.0,2.0,2.8151230155579903,0.9000000000000001,15.0,4987.53030648007,16876.073985967523,5.603813615867893,1.0,0.0,-0.0235789097319252
1243.612671231359,219.63707467665648,2.0,3.0,20.348040007511667,0.1017734040960216,4948.943747018469,8648.29899122331,47.20905406375304,1.0,0.0,-0.299987339656691
1244.0129294294268,220.02742418289168,2.0,2.9998089849345417,20.64491914488654,0.1,4528.303615952726,8870.401436642976,42.53682319400235,1.0,0.0,-0.2987893702038671
1307.8351355849636,229.33658546747128,1.996131081174324,2.999996410015636,18.41986263823724,0.1,625.7821645285103,7896.970783183828,79.4168378138146,1.0,0.9996890143146766,-0.2999997413351708
654.8670784281717,281.74321054863674,0.4042449702629972,2.061687706202933,11.608628977377276,13.970626642672762,2199.817028520667,10551.948802413384,86.47326616307356,1.0,0.0,-0.082898315532308
565.4682400020097,130.88791410487437,0.454883464469017,2.9165212021032723,0.935084161820512,15.0,5000.0,7310.899939831252,36.958635063376846,1.0,0.0,-0.2959141039241572
551.3457171709788,127.26668040009524,0.4631408768795649,2.999266342313077,0.9071967007224392,15.0,4420.294556651232,7428.345117326926,20.14538504769552,1.0,0.0,-0.2999997882308209
828.8944183768094,66.49957777624329,0.1318999278948233,2.5229957002737864,7.636527037408861,1.976915494192679,62.277829127623534,24999.30365441121,2.677268823619724,1.0,2.970853583997452,0.0090997197009657
831.5642373744843,239.31579276738688,0.7716674034902837,2.5630994484869385,18.927956897915912,0.2257523947759008,181.7991910629957,7122.321029414825,150.0,1.0,0.0,-0.2997965057744203
1218.8385810957034,254.7098573442173,1.55215591861215,3.0,17.81910114117767,0.3013751429642897,4994.267176711094,7328.51208891547,150.0,1.000000000000001,0.0,-0.1261299406018777
678.8336755575242,299.6978917130365,0.4058950354922558,1.9762088013435704,7.100265193061677,4.638986036553211,315.5416891120699,7741.287037243188,148.76243279477157,1.000000000000001,0.0,-0.2999999999999999
1171.1989433971437,233.48964821518973,1.6740795704606866,2.989694754949252,0.9256374081704086,14.624248584519172,1982.1205543762824,7414.631478832129,82.0584440941623,1.0,0.7553792710527336,-0.2999999999999627
1431.244226873888,297.6279746733758,1.868080647383893,2.9991853633803425,20.763788636599124,0.2400127127839428,2654.927304030746,14366.078352782612,1.3085692400721405,1.0,0.0,-0.2953974885748505
498.045480640775,71.2304364474742,0.3081926067512744,2.9999777444131386,16.424483892977932,0.1070357971608127,4996.783135745804,6652.209461671244,49.29763715227876,1.0,0.9873578578137554,-0.2863847220123269
1375.8005831219225,282.8836601479717,1.9869694254031836,2.984048277546229,16.891459292441347,0.15493591321455735,23.587377085279115,11893.128951513034,20.108200467116777,1.0,0.9770774525174079,-0.2916650990991949
527.2702577010276,0.0,0.13147957753857756,2.1325874671948264,1.0119812441521252,2.461595044744052,0.3013522550659298,5081.402339060351,150.0,1.0,4.999996277970955,-0.29999999999998694
531.7393739496567,72.86714647666784,0.19617833648885913,2.999916712815711,3.304807094296746,7.554794709904739,4808.350606782329,6205.369538182351,128.22810834225936,1.0,0.9998053909843809,-0.07559031482049373
585.3187057935457,146.4887736499128,0.5182141655665651,2.788970312119117,18.950393082774944,0.28230922364679323,5000.0,7734.645606915631,36.602948481377055,1.0,0.0,-0.29997143577221563
299.3173628959386,18.39930595004414,0.7373793351662378,2.9579276327136803,30.18303536227075,12.624811647680493,3448.5000926828798,5000.6839059638205,127.32301900385048,1.0,19.60192920215748,-0.1838947731481244
464.8105483062035,28.74580507845146,0.2743992092083294,2.99453907398242,18.831975440511137,0.10444539495128002,20.82279155522744,6989.29840464703,24.032427521112304,1.0,0.0,-0.2999270247645649
